"PROJECT","#TRAIN_RELEASES","ADDONS","CLASSIFIER","KAPPA","PRECISION","RECALL","AUC","TP","FP","TN","FN"
"zookeeper","11","Best_First_Bidirectional","Naive Bayes","0.4778607145445324","0.8571428571428571","0.4666666666666667","0.7965439276485788","42.0","7.0","165.0","48.0"
"zookeeper","11","Best_First_Bidirectional","IBK","0.2660537279126561","0.6153846153846154","0.35555555555555557","0.7108850129198966","32.0","20.0","152.0","58.0"
"zookeeper","11","Best_First_Bidirectional","Random Forest","0.32596564968476","0.6938775510204082","0.37777777777777777","0.7518410852713179","34.0","15.0","157.0","56.0"
"zookeeper","11","Best_First_BidirectionalUnder_Sampling","Naive Bayes","0.5027572871159494","0.8490566037735849","0.5","0.7834302325581395","45.0","8.0","164.0","45.0"
"zookeeper","11","Best_First_BidirectionalUnder_Sampling","IBK","0.3339401167534995","0.5445544554455446","0.6111111111111112","0.7014857881136951","55.0","46.0","126.0","35.0"
"zookeeper","11","Best_First_BidirectionalUnder_Sampling","Random Forest","0.4237169270003187","0.6105263157894737","0.6444444444444445","0.7789728682170542","58.0","37.0","135.0","32.0"
"zookeeper","11","Best_First_BidirectionalOver_Sampling","Naive Bayes","0.4888728323699422","0.86","0.4777777777777778","0.7865633074935401","43.0","7.0","165.0","47.0"
"zookeeper","11","Best_First_BidirectionalOver_Sampling","IBK","0.2972896668548841","0.6206896551724138","0.4","0.7195736434108527","36.0","22.0","150.0","54.0"
"zookeeper","11","Best_First_BidirectionalOver_Sampling","Random Forest","0.34563618704037735","0.640625","0.45555555555555555","0.731233850129199","41.0","23.0","149.0","49.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_1","Naive Bayes","0.5298050531353367","0.8305084745762712","0.5444444444444444","0.7431524547803617","49.0","10.0","162.0","41.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_1","IBK","0.25164238788917453","0.5925925925925926","0.35555555555555557","0.6138242894056848","32.0","22.0","150.0","58.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_1","Random Forest","0.3385017525099507","0.5203252032520326","0.7111111111111111","0.6840439276485788","64.0","59.0","113.0","26.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_3","Naive Bayes","0.5298050531353367","0.8305084745762712","0.5444444444444444","0.7431524547803617","49.0","10.0","162.0","41.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_3","IBK","0.25164238788917453","0.5925925925925926","0.35555555555555557","0.6138242894056848","32.0","22.0","150.0","58.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Classifier_FP_Cost_3","Random Forest","0.3385017525099507","0.5203252032520326","0.7111111111111111","0.6840439276485788","64.0","59.0","113.0","26.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Learning_FP_Cost_1","Naive Bayes","0.5298050531353367","0.8305084745762712","0.5444444444444444","0.7965439276485788","49.0","10.0","162.0","41.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Learning_FP_Cost_1","IBK","0.25164238788917453","0.5925925925925926","0.35555555555555557","0.7108850129198966","32.0","22.0","150.0","58.0"
"zookeeper","11","Best_First_BidirectionalSensitive_Learning_FP_Cost_1","Random Forest","0.36362458708465584","0.5842696629213483","0.5777777777777777","0.7532945736434109","52.0","37.0","135.0","38.0"
"zookeeper","11","None","Naive Bayes","0.5215211630738379","0.8679245283018868","0.5111111111111111","0.8093992248062015","46.0","7.0","165.0","44.0"
"zookeeper","11","None","IBK","0.31250437338184883","0.6229508196721312","0.4222222222222222","0.7292635658914729","38.0","23.0","149.0","52.0"
"zookeeper","11","None","Random Forest","0.2559988641204034","0.5892857142857143","0.36666666666666664","0.7406976744186047","33.0","23.0","149.0","57.0"
